Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
RSM2425,Experimental,Gd4 Cu6 H60 C48 N12 O48,1.89011,4.95708,0.715382728,10.1021/ja200978u
RSM2428,Experimental,Cu6 H60 C76 N8 O28,1.2457,3.14554,0.887750102,10.1039/C5CE01094B
RSM2430,Experimental,La2 H48 C88 S8 N8 O24,1.4545,3.09103,0.834672456,10.1142/S1088424615500820
RSM2434,Experimental,Gd2 H48 C88 S8 N8 O24,1.54647,3.04301,0.813899456,10.1007/s13738-014-0482-y
RSM2454,Experimental,Cu6 H54 C84 N6 O30,0.937741,4.83168,0.873398178,10.1021/ja203898s                                                    
RSM2459,Experimental,Ga9 Fe3 P12 H66 C24 N18 O48,1.94207,4.68115,0.768923778,10.1021/cm052859r                                                    
RSM2467,Experimental,Mn4 H60 C76 S4 N12 O24,1.2267,4.65865,0.926005844,10.1080/15533174.2012.654878
RSM2469,Experimental,Zn20 H32 C72 O56,1.30125,6.85633,0.70251825,10.1039/C5RA12543J
RSM2476,Experimental,Mn2 H32 C40 N4 O12,1.11862,4.79906,0.960050735,10.1002/ejic.200600198
RSM2477,Experimental,Co4 H72 C72 S4 N12 O16,0.998208,4.32012,0.944517253,10.1039/b304201d
RSM2481,Experimental,Lu6 H18 W24 C42 N6 O86,3.53657,3.10176,0.34710473,10.1016/j.ica.2013.03.012
RSM2492,Experimental,Na2 Zn2 H48 C106 N10 O16,0.61484,8.60774,0.929013894,10.1002/(SICI)1521-3773(20000403)39:7<1288::AID-ANIE1288>3.0.CO;2-Y
RSM2497,Experimental,Cd8 H56 C72 N24 O24,1.89301,6.4454,0.71025147,10.1039/C4CE00045E
RSM2509,Experimental,Cd4 H80 C84 O16,1.29736,3.83133,0.895084354,10.1021/cg8006469
RSM2513,Experimental,Zn16 H16 C80 O72,1.80196,4.99105,0.739432972,10.1021/ic9019553
RSM2514,Experimental,Zn4 H72 C72 N16 O20,1.45695,5.04893,0.940134422,10.1021/acs.inorgchem.5b00130                                        
RSM2517,Experimental,Zn4 H60 C92 N8 O20,1.11963,6.61236,0.930619229,10.1039/C4TA04001E
RSM2518,Experimental,Ag8 H64 C88 N16 O8,1.35072,3.98998,0.742624353,10.1039/b507363d
RSM2523,Experimental,Cu8 H72 C80 N16 Cl8,1.08356,5.57781,0.808435674,10.1039/c2cc31770b
RSM2529,Experimental,Rb12 H52 C56 S8 O56,1.94884,2.73011,0.708596231,10.1016/j.poly.2007.03.044
RSM2531,Experimental,La4 H48 C72 N36 O24,1.47554,3.232,0.781097877,10.1021/ja0744091
RSM2573,Experimental,Fe3 H84 C66 S6 N30,1.36802,3.4346,1.077457786,10.1039/b409543j
RSM2581,Experimental,La4 Mg6 H36 C84 N12 O48,1.42936,3.06359,0.776688691,10.1002/ejic.201100450
RSM2615,Experimental,Cd4 H80 C76 N16 O16,1.31628,3.18778,0.876200022,10.3390/cryst6100132
RSM2620,Experimental,Mg12 H36 C84 N12 O48,0.90656,6.02827,0.870827494,10.1021/cg200327y
RSM2622,Experimental,Sn8 H104 C64 O16,1.45419,3.77941,0.787319863,10.1007/s10904-010-9330-4
RSM2629,Experimental,Zn10 P10 H60 C60 N12 O40,1.92526,3.09239,0.803262551,10.1039/c2ce25730k
RSM2631,Experimental,Cr3 Ga9 P12 H78 C24 N18 O48,1.97319,4.63581,0.774307211,10.1021/cm052859r                                                    
RSM2636,Experimental,Ga12 P12 H78 C24 N18 O48,1.99801,4.72237,0.764507039,10.1021/cm052859r                                                    
RSM2655,Experimental,Zn4 H64 C96 N16 O16,1.29252,3.47957,0.934446067,10.1021/cg101251a
RSM2666,Experimental,Zn4 H60 C98 N18 O16,1.17892,3.81401,0.919803547,10.1021/acsami.6b04611                                               
RSM2681,Experimental,Ag4 H60 C96 N12 O24,1.1435,4.3104,0.84689326,10.1021/cg401858s                                                    
RSM2682,Experimental,Zn4 H60 C108 O24,1.02104,4.10346,0.919519372,10.1080/00958972.2014.981168
RSM2700,Experimental,Zn4 H72 C82 N16 O24,1.33548,2.84274,0.956181781,10.1039/C6TA05965A
RSM2702,Experimental,Co12 H24 C84 N80,1.13403,3.97462,0.856456275,10.1021/ic020176x
RSM2706,Experimental,Al8 H56 C96 O40,1.12982,6.55975,0.969216224,10.1021/ja802589u
RSM2712,Experimental,Cd4 H48 C92 Br16 N24 O16,1.73093,4.474,0.628743242,10.1039/C3CE40273H
RSM2713,Experimental,Co4 H68 C100 N12 O16,1.23619,4.05436,0.952435909,10.1039/c2ce26533h
RSM2721,Experimental,In8 H56 C96 O40,1.26338,7.81653,0.752443272,10.1016/j.micromeso.2011.11.043
RSM2722,Experimental,Zn8 H72 C70 N30 O20,1.21993,3.42992,0.857607012,10.1002/ejic.201600111
RSM2724,Experimental,U4 Cu4 H48 C96 N16 O32,1.56759,3.92973,0.653811267,10.1021/acs.inorgchem.6b00786
RSM2728,Experimental,Co8 H64 C96 N32,1.11236,4.44602,0.852441176,10.1039/b917512a
RSM2729,Experimental,Cu4 H72 C100 N8 O16,1.34857,3.48166,0.960053323,10.1039/C4DT01890G
RSM2738,Experimental,Mg4 Cd6 H48 C96 O48,1.17904,4.73876,0.772949447,10.1039/C6CE01818A
RSM2742,Experimental,Eu4 H72 C102 O24,1.20454,4.94521,0.829618486,10.1039/C5TC04320D
RSM2752,Experimental,Cu4 H64 C96 N32 O8,1.28468,2.93339,0.920607731,10.1021/ic0505504
RSM2754,Experimental,La4 H72 C96 N8 O24,1.28389,4.2531,0.840921377,10.1021/cg101432k
RSM2759,Experimental,Zn6 H78 C90 O30,0.864198,5.29472,0.933142118,10.1039/C7CC01554B
RSM2771,Experimental,Ni4 H56 C96 N16 O32,1.16802,3.64504,0.937206358,10.1039/C5CE02426A
RSM2772,Experimental,Zn12 P16 H88 C40 O48,1.28599,10.16408,0.755341456,10.1021/cg500568e
RSM2774,Experimental,K6 Sm6 H36 C84 S12 O60,0.982395,15.6264,0.68208567,10.1021/acs.inorgchem.6b00928
RSM2783,Experimental,Cu12 H24 C72 N96,0.783384,9.95856,0.725505422,10.1039/C4RA16350H
RSM2785,Experimental,Cd4 H72 C104 N8 O16,1.09663,3.90427,0.863691379,10.1007/s40242-013-2473-4
RSM2789,Experimental,Zn12 H36 C96 N12 O48,0.764398,6.00518,0.772997091,10.1021/ic502488c
RSM2800,Experimental,Co6 H70 C98 N8 O24,1.11482,4.789,0.93374027,10.1021/acs.inorgchem.5b01938
RSM2808,Experimental,Gd4 H24 C84 N24 O72,1.18439,5.52149,0.775458104,10.1039/C4QI00193A
RSM2817,Experimental,Zn12 P16 H60 C56 N8 O56,1.81097,3.80257,0.769903112,10.1039/c1ce05759f
RSM2818,Experimental,Zn4 H80 C104 N4 O16,1.20242,3.35371,0.985588282,10.1039/C4CE01635A
RSM2819,Experimental,Ag8 H80 C80 S8 N32,1.50256,3.04617,0.749205877,10.1021/cg050011+
RSM2826,Experimental,Cd8 H56 C96 N16 O32,1.52864,3.25382,0.745137989,10.1021/cg8009546
RSM2827,Experimental,Zn8 H56 C68 N60 O16,1.16492,4.48044,0.854312041,10.1021/acs.cgd.5b01772
RSM2831,Experimental,Cd8 H56 C96 N16 O32,0.987366,5.43028,0.744181971,10.1021/cg8009546
RSM2836,Experimental,Mn6 H60 C108 O36,1.31438,3.07498,0.906476754,10.1002/zaac.201600119
RSM2839,Experimental,Cu12 H48 C102 O48,0.826165,6.09194,0.789538926,10.1002/anie.200802087
RSM2842,Experimental,Zn10 H40 C60 N60 O40,1.52737,3.97905,0.822937428,10.1126/science.1152516
RSM2843,Experimental,Ba2 Cd6 H64 C104 N8 Cl2 O24,1.20944,7.97652,0.734508044,10.1002/anie.201203594
RSM2845,Experimental,Cd6 H60 C108 O36,1.31464,4.15717,0.795262355,10.1021/ic402058f                                                    
RSM2850,Experimental,K2 Ni2 H70 C104 N8 O24,1.08154,6.43013,0.968583219,10.1016/j.jssc.2016.02.038
RSM2852,Experimental,Cd6 H60 C108 O36,1.34603,4.27968,0.795032357,10.1021/ic402058f
RSM2861,Experimental,Cu8 H64 C96 S4 N24 O16,1.21467,5.95564,0.853590804,10.1021/acs.jpcc.5b05019
RSM2873,Experimental,Mn4 H88 C96 N8 O16,1.23022,3.70589,1.042131861,10.1039/b811725j
RSM2879,Experimental,Cd6 H72 C99 O36,1.1226,4.74127,0.804765594,10.1021/cg101222w
RSM2882,Experimental,Gd4 H64 C90 S6 O50,1.58132,5.50598,0.79754112,10.1039/c2dt32390g
RSM2891,Experimental,Y12 H24 C84 N24 O72,1.62111,3.18703,0.743635876,10.1002/ejic.201500090
RSM2895,Experimental,Cd8 H64 C96 N16 O32,1.26833,3.82982,0.759398662,10.1016/j.molstruc.2016.04.093
RSM2896,Experimental,Cd6 H66 C102 N18 O24,1.18972,6.52577,0.808620164,10.1016/j.inoche.2011.09.029
RSM2898,Experimental,Cd8 H72 C80 N24 O32,1.30492,6.14942,0.742354384,10.1021/cg8009546
RSM2904,Experimental,Cd8 H80 C88 N8 O32,1.46535,2.73961,0.755445905,10.1016/j.ica.2014.05.013
RSM2905,Experimental,Cu8 H64 C104 N8 O32,1.20963,3.75072,0.869341429,10.1126/science.1231451
RSM2910,Experimental,Zn6 H48 C102 O24 F36,1.48771,4.94987,0.846844958,10.1039/b415960h
RSM2922,Experimental,Cu24 H16 C80 N32 O64,1.64791,3.65091,0.688480877,10.1039/c1cc14387e
RSM2924,Experimental,Sc12 H48 C96 O60,0.99932,7.22731,0.889472453,10.1039/c1cc11168j
RSM2929,Experimental,Mg6 Si4 H64 C112 O32,0.845342,4.63467,0.958792906,10.1071/CH11155
RSM2943,Experimental,Co3 H72 C120 N24,1.16824,4.5141,0.952212983,10.1002/(SICI)1521-3773(19990917)38:18<2730::AID-ANIE2730>3.3.CO;2-0
RSM2950,Experimental,Mn12 H52 C88 S12 N4 O52,1.29386,3.46701,0.816197472,10.1039/C3CE40677F
RSM2953,Experimental,Zn20 H24 C80 N32 O64,1.98928,3.05232,0.701805024,10.1016/j.micromeso.2006.12.041
RSM2958,Experimental,Zn8 Si4 H64 C112 O32,1.03698,5.29888,0.85752837,10.1021/om701262m                                                    
RSM2965,Experimental,Cu4 H72 C104 N16 O24,0.998831,6.0049,0.954888697,10.1039/C5RA14637B
RSM2966,Experimental,K6 Zn4 H62 C116 N2 O30,0.897601,7.85856,0.897966522,10.1021/cg901347p
RSM2972,Experimental,Zn8 H48 C102 O28 F36,1.5011,2.99517,0.831597273,10.1080/15533174.2011.591874
RSM2975,Experimental,Zn10 H32 C108 O72,1.20916,3.6856,0.805498477,10.1021/ic402692p                                                    
RSM2981,Experimental,Cd6 H64 C112 O40,1.05015,4.27335,0.811430876,10.1039/C3CE41930D
RSM2982,Experimental,Ag6 H80 C104 S8 N24,1.53546,3.63533,0.801831997,10.1016/j.poly.2008.04.016
RSM2985,Experimental,Co4 H64 C120 N12 O24,1.01561,4.40766,0.938479908,10.1039/c2sc20443f
RSM2992,Experimental,Ag16 H96 C64 N48,1.99409,3.7639,0.653869931,10.1021/cg101435b
RSM2998,Experimental,Ba8 Cd8 H32 C96 S16 O64,1.37038,6.16711,0.600421887,10.1080/15533174.2014.989587
RSM3003,Experimental,Cd4 H72 C108 N24 O16,1.12319,3.71759,0.851881261,10.1039/C4CE02551B
RSM3007,Experimental,Cu8 H84 C88 N24 O20,1.07148,5.93055,0.903399518,10.1039/C6CC09676J
RSM3012,Experimental,Ni6 H64 C120 O36,0.966083,5.28648,0.909667893,10.1039/C6RA22971A
RSM3013,Experimental,Co8 H72 C96 N16 O36,0.988152,4.15082,0.912852454,10.1039/c2jm33269h
RSM3015,Experimental,Ag6 H90 C90 N36 O6,1.36616,5.02787,0.82850043,10.1021/ic035207i
RSM3019,Experimental,Zn12 H48 C120 O48,0.807942,5.81757,0.780188416,10.1021/cg100316s
RSM3032,Experimental,Cd8 H72 C100 S8 N8 O32,1.69993,2.83325,0.758265397,10.1080/15533174.2014.963245
RSM3040,Experimental,La4 H80 C96 N16 O32,1.40836,3.61571,0.850975729,10.1016/j.poly.2003.12.004
RSM3044,Experimental,Cu8 H96 C76 N24 O24,1.19761,4.28765,0.969488557,10.1021/ic500436g
RSM3062,Experimental,Cu8 H72 C112 N8 O32,0.95751,5.96541,0.884097867,10.1039/c2cc35340g
RSM3065,Experimental,Zn4 Ag4 H72 C128 N24,1.12858,4.15297,0.834063183,10.1002/chem.201304319
RSM3076,Experimental,Cd4 H80 C108 N16 O24,1.35744,3.3913,0.874918412,10.1039/c2ce25588j
RSM3083,Experimental,Ni6 H72 C108 N24 O24,1.23367,3.76693,0.915956153,10.1021/cg800087q
RSM3084,Experimental,Cd6 H72 C108 S6 N18 O24,1.51336,3.10781,0.809385524,10.1021/cg201655n
RSM3092,Experimental,Mn8 H64 C104 N40 Cl4 O16,1.22173,4.643,0.882580739,10.1002/chem.201502532
RSM3110,Experimental,Cd6 H76 C128 N4 O24,1.11486,4.0016,0.818416711,10.1002/anie.201311131
RSM3120,Experimental,U12 H84 C72 O72,2.12789,3.60298,0.511708344,10.1039/C5DT02111A
RSM3126,Experimental,Mn8 H72 C112 N8 O40,1.15573,3.80581,0.895753963,10.1016/j.mencom.2016.05.010
RSM3130,Experimental,Mn8 H64 C112 S8 O48,1.01691,6.25667,0.868231201,10.1021/ic5018517
RSM3145,Experimental,Ni6 H76 C120 N12 O28,1.20909,3.08108,0.919794222,10.1039/b917659d
RSM3148,Experimental,Zn6 H76 C120 N12 O28,1.37986,3.98942,0.91074709,10.1002/zaac.201400217
RSM3150,Experimental,Cu9 H72 C108 N18 O36,1.26861,4.04271,0.876162274,10.1007/s10904-015-0198-1
RSM3159,Experimental,Na8 Zn4 H64 C112 S8 O48,1.52904,4.01352,0.855414299,10.1080/15533174.2011.568430
RSM3169,Experimental,Cu12 H64 C64 N96 Cl8,1.09573,4.99877,0.788601156,10.1016/j.ica.2006.08.020
RSM3176,Experimental,Cu12 Si6 H72 C108 O48,0.867592,4.40145,0.83960688,10.1039/C6CC05845K
RSM3180,Experimental,Cd6 H80 C132 N4 O24,1.11104,3.9698,0.827503684,10.1002/anie.201311131
RSM3195,Experimental,Cu8 H96 C120 N24,1.27571,3.12685,0.913483861,10.1002/ejic.200500877
RSM3200,Experimental,Cu16 H72 C112 N40 O8,1.62826,3.68613,0.822461864,10.1039/b705603f
RSM3205,Experimental,Cd4 H104 C104 N16 O20,1.3978,3.33055,0.925661652,10.1016/j.inoche.2009.12.010
RSM3206,Experimental,Zn8 H80 C96 N32 O32,1.17768,4.97776,0.887425582,10.1016/j.micromeso.2005.11.048
RSM3213,Experimental,Zn6 H92 C112 N16 O24,1.451,3.05261,0.935031616,10.1039/C4CE00093E
RSM3217,Experimental,Cu12 H84 W4 C108 S12 Br4 N28,1.67161,4.96794,0.639071193,10.1039/c1cc12691a
RSM3226,Experimental,Zn8 H84 C120 N12 O28,0.843445,4.16587,0.905427677,10.1016/j.jcis.2017.11.034                                           
RSM3256,Experimental,Cu8 H96 C96 O56,1.06993,4.19031,0.926761851,10.1016/j.ica.2010.06.022
RSM3265,Experimental,Zn6 H78 C132 N18 O24,0.946191,7.53456,0.897083333,10.1038/srep11537
RSM3266,Experimental,Cd10 H72 C108 N36 Cl8 O24,1.35074,3.9807,0.720995026,10.1039/C5CE01815C
RSM3273,Experimental,Ni20 H88 C64 N16 O72,1.42689,5.93182,0.804779648,10.1021/ja062743b
RSM3275,Experimental,Gd4 H44 C108 N28 O76,1.30221,3.81579,0.810334303,10.1002/chem.201200046
RSM3284,Experimental,Mn8 H124 C88 O40,1.07943,4.68545,1.030741387,10.1134/S1070328414120082
RSM3286,Experimental,Ni4 H112 C112 N32,0.792973,4.06193,1.040387712,10.1039/C4CE00760C
RSM3287,Experimental,Cu20 H80 C112 N32 O16,1.07263,4.45721,0.823049247,10.1039/dt9960002031
RSM3305,Experimental,Ni4 H144 W2 C80 N32,1.16373,4.96368,1.040905635,10.1016/j.inoche.2007.04.031                                         
RSM3317,Experimental,Ag12 H96 C108 N48,1.41424,2.95682,0.723752473,10.1080/10610278.2015.1078465
RSM3320,Experimental,Cu12 H66 C132 N6 O48,0.748726,5.74048,0.832673164,10.1002/chem.201503163
RSM3323,Experimental,Eu8 H64 C128 N8 O56,0.766752,12.59332,0.722067414,10.1039/C5CE01725D
RSM3324,Experimental,Co4 H88 C140 N8 O24,1.3781,3.05908,0.955773324,10.1080/15533174.2013.843559
RSM3334,Experimental,Tb8 H64 C128 N8 O56,0.804541,12.3602,0.704890425,10.1039/C5CE01725D
RSM3337,Experimental,Mg6 H78 C144 N12 O26,0.27716,26.74011,0.967450069,10.1021/jacs.6b08724                                                 
RSM3341,Experimental,Cd4 H96 C136 N8 O24,1.32487,3.27009,0.89979352,10.1039/b904387j
RSM3355,Experimental,Co4 H96 C120 N24 O24,0.641523,5.36846,0.974287668,10.1021/ja907023c                                                    
RSM3363,Experimental,Zn8 H96 C120 N16 O32,0.963763,11.22268,0.890543512,10.1039/c0dt00999g
RSM3364,Experimental,Mg16 H64 C128 O64,1.09473,3.82272,0.898394883,10.1016/j.poly.2012.02.006
RSM3369,Experimental,Ba16 H96 C80 N16 O64,2.17932,4.01639,0.628596151,10.1002/zaac.201000044
RSM3372,Experimental,Ca8 Cd8 H64 C128 O64,1.14605,6.05559,0.775769,10.1007/s10904-013-9884-z
RSM3373,Experimental,Y8 H60 C132 N12 O60,0.920856,4.64016,0.825113605,10.1021/cg400096e
RSM3388,Experimental,Cu4 H112 C112 N32 O16,1.18079,3.12913,1.008649961,10.1021/cg070100h
RSM3391,Experimental,Ni6 H88 C144 N12 O26,0.859399,4.21334,0.937274999,10.1039/C3SC22222E
RSM3396,Experimental,Zn16 H64 C136 O60,0.803197,8.6742,0.793600199,10.1021/ic502643m
RSM3399,Experimental,Zn6 H108 C132 O34,0.952352,5.25882,0.976966868,10.1002/chem.201406098
RSM3405,Experimental,Zn8 H88 C132 N24 O28,1.33413,7.06333,0.890804619,10.1039/c2ce05948g
RSM3407,Experimental,Cu10 H96 C128 N16 O32,1.34833,4.51509,0.908703886,10.1021/ic034943j                                                    
RSM3408,Experimental,Zn14 H72 C144 O52,1.42476,5.23704,0.812667938,10.1016/j.inoche.2011.09.039
RSM3410,Experimental,Cu12 H84 C132 I6 N24 O24,0.8734,10.14112,0.71653518,10.1021/acs.cgd.5b01307
RSM3415,Experimental,Mn4 Cr4 Fe4 H88 C104 N16 Cl8 O56,1.61532,2.83349,0.864287319,10.1021/ic201293f
RSM3416,Experimental,Cd4 H80 C152 N16 O32,1.06407,5.50299,0.873829823,10.1002/chem.201501614
RSM3419,Experimental,Zn16 H72 C144 O52,1.16289,3.7838,0.794585392,10.1039/c0cc02589e
RSM3420,Experimental,K2 Cd6 H96 C144 N12 O24,0.9369,8.78596,0.852039988,10.1039/c2ce25328c
RSM3423,Experimental,Cd8 H96 C132 O48,1.13139,5.31959,0.802211573,10.1016/j.inoche.2013.12.022
RSM3426,Experimental,Ag4 H112 C152 N16,1.15527,3.67698,0.944842356,10.1021/acs.cgd.5b01601
RSM3438,Experimental,Cu10 H80 Rh4 C120 N20 Cl8 O44,1.64433,3.80428,0.794433369,10.1016/j.molstruc.2012.05.068
RSM3442,Experimental,Ag8 H96 C136 N48,1.44539,4.57765,0.803678756,10.1039/C6CC05938D
RSM3455,Experimental,Zn16 H96 C112 O64,1.16823,4.10105,0.78486684,10.1021/ja010825o
RSM3457,Experimental,Cu8 H128 C72 S16 N64,1.09233,3.0887,0.91511579,10.1021/ic100840a
RSM3461,Experimental,Zn8 H88 C144 N16 O32,1.27261,3.90868,0.890836131,10.1021/cg200926z
RSM3468,Experimental,Zn12 H88 C136 N8 O48,1.32418,4.02904,0.867934329,10.1007/s10870-007-9244-3
RSM3469,Experimental,Cu4 H104 C128 N16 O40,1.30199,3.11178,0.981342411,10.1021/cg3017563
RSM3474,Experimental,Cd12 H120 C96 N16 O48,1.50849,3.39349,0.730216216,10.1039/b402715a
RSM3478,Experimental,Ca8 H114 C132 O40,0.847014,5.81577,1.024842163,10.1039/C6CE01821A
RSM3481,Experimental,Cu4 Sn4 H96 C160 N32,1.34777,3.39362,0.835139535,10.1107/S2053229615013327
RSM3485,Experimental,Gd8 H72 C144 N24 O48,1.55667,4.1061,0.723506139,10.1021/cg300379u
RSM3497,Experimental,Mn8 H112 C120 N24 O32,1.07346,3.74721,0.97413632,10.1039/c0dt00143k
RSM3517,Experimental,Cd4 H88 C160 N16 O32,1.09603,5.47129,0.878087255,10.1002/zaac.201400550
RSM3545,Experimental,Mg18 H72 C144 O72,0.718003,5.74271,0.892991697,10.1021/acs.cgd.5b01297
RSM3546,Experimental,Fe6 H96 C144 N60,1.12346,5.60566,0.937749108,10.1002/chem.201001179
RSM3548,Experimental,Cu6 H108 C144 N24 O24,0.697766,11.54593,0.965226718,10.1021/cg2011309
RSM3554,Experimental,Zn16 H72 C144 N8 O68,0.673976,11.7678,0.812060281,10.1021/ic502643m                                                    
RSM3565,Experimental,Ni4 H152 C106 N24 O24,1.01791,5.35822,1.07422831,10.1039/C5CE01577D
RSM3582,Experimental,Cu12 H96 C144 N36 O24,1.1166,4.2488,0.873393476,10.1039/C6TA11242K
RSM3594,Experimental,Cu8 H96 C156 N52,1.44059,3.51725,0.914748109,10.1021/acs.inorgchem.6b00813
RSM3596,Experimental,La12 H80 C144 O76,1.4565,4.3704,0.708328659,10.1021/ic902194g
RSM3604,Experimental,Na4 Cu8 H108 C152 N24 O20,1.4708,4.01283,0.916665413,10.1016/S0277-5387(00)00390-9
RSM3610,Experimental,Cu12 H48 C160 N12 Cl36 O48,1.4556,2.86417,0.769814301,10.1039/b713705b
RSM3616,Experimental,Zn10 H72 C144 N12 O32 F48,1.65174,3.05803,0.839296603,10.1021/acs.inorgchem.6b01809
RSM3629,Experimental,Cd16 H88 C136 N16 O64,1.63813,3.42067,0.696992848,10.1039/c2ce26553b
RSM3630,Experimental,Zn16 H72 C152 N16 O64,0.756489,5.78906,0.798020758,10.1039/C4CC09955A
RSM3657,Experimental,Cu12 H84 C180 O48,0.795802,5.09604,0.84357125,10.1021/ja0771639
RSM3683,Experimental,Zn16 H80 C156 N8 O68,0.641388,12.23392,0.82155206,10.1021/ic502643m
RSM3692,Experimental,Cd8 H80 C176 O64,0.852828,6.59965,0.817369931,10.1016/j.jssc.2015.12.005
RSM3704,Experimental,Nd8 H72 C168 S12 O72,0.981639,5.71252,0.733082022,10.1021/cg9000736
RSM3705,Experimental,Cu12 H96 C168 N8 O48,0.521936,7.47527,0.875249738,10.1021/acs.inorgchem.6b00278
RSM3706,Experimental,Zn8 H108 C136 N24 O32 F24,1.43462,3.18572,0.896486535,10.1039/c0ce00181c
RSM3715,Experimental,Zn12 Cr6 H72 C144 N12 O86,0.630768,10.43926,0.819085406,10.1021/ja406030p                                                    
RSM3728,Experimental,Na4 Cd10 H96 C168 N8 O48,0.976675,5.41895,0.774956678,10.1039/C5NJ01237F
RSM3735,Experimental,Co12 H96 C168 O60,0.91501,6.50636,0.884721004,10.1016/j.jhazmat.2017.02.037
RSM3749,Experimental,Mn6 Co2 H132 C150 N24 O24,0.958563,4.8022,1.001412702,10.1038/nchem.2045
RSM3754,Experimental,Zn10 H120 C150 N36 O24,0.743513,6.05188,0.920580551,10.1002/chem.201200696
RSM3760,Experimental,Zn20 H120 C120 N80,1.11922,4.82128,0.797302248,10.1002/chem.200700181
RSM3761,Experimental,Eu8 H88 C168 N16 O60,1.59403,2.93552,0.764836247,10.1016/j.micromeso.2014.01.012
RSM3765,Experimental,Co12 H114 C150 N18 O48,1.30088,4.34753,0.898038096,10.1021/ja403449k
RSM3766,Experimental,Zn6 H116 C180 N16 O24,0.711648,7.65706,0.9531529,10.1021/acs.cgd.6b00795
RSM3770,Experimental,Cu6 H144 C144 N48,0.724973,3.78568,0.96606521,10.1039/b316981b
RSM3775,Experimental,Cd8 H112 C160 N32 O32,1.19483,4.47009,0.829139688,10.1021/cg900504m
RSM3784,Experimental,Gd8 H96 C192 O48,0.91097,5.68305,0.780879274,10.1039/C7CE00306D
RSM3793,Experimental,In12 H132 C144 O60,1.05737,4.32574,0.828996724,10.1021/acs.inorgchem.6b02840
RSM3796,Experimental,Ag12 H96 C192 N48,1.16171,3.98319,0.754578241,10.1039/b003183f
RSM3799,Experimental,Mn12 H96 C168 O72,1.48204,3.10888,0.904863365,10.1039/C3CE41801D
RSM3801,Experimental,Dy12 H84 C180 O72,1.35541,5.26347,0.67509406,10.1039/C6NJ00294C
RSM3812,Experimental,Fe8 Ag24 H96 C168 N56,1.49527,5.12456,0.688282642,10.1021/ic403069d
RSM3820,Experimental,Cd16 H72 C184 O80,1.14496,4.23573,0.705238344,10.1039/C6CE01514J
RSM3823,Experimental,Cu16 H120 C160 N8 O48,1.35577,3.13746,0.874524826,10.1016/j.inoche.2013.12.002
RSM3830,Experimental,Ni12 H106 C166 N14 O54,0.989346,4.18055,0.888718483,10.1039/C4TA01900H
RSM3834,Experimental,Li4 H196 C120 O32,1.05564,4.52833,1.218574674,10.1016/j.steroids.2016.07.001
RSM3843,Experimental,Zn16 H96 C192 O52,0.454659,12.50723,0.858712854,10.1039/c1ce06044a
RSM3845,Experimental,Cu12 H104 C184 N8 O48,0.559941,11.56442,0.872235001,10.1039/C5DT04379D
RSM3846,Experimental,Si16 Ni4 H192 C128 N16,1.06833,3.35839,1.141918298,10.5012/bkcs.2010.31.8.2158
RSM3849,Experimental,Zn6 H136 C152 N28 O36,1.07672,3.53894,0.980889464,10.1071/CH12270
RSM3850,Experimental,Ni6 H136 C152 N28 O36,1.08067,3.51076,0.990958655,10.1039/c0dt01278e
RSM3860,Experimental,Gd4 H128 C176 N4 Cl12 O36,1.23036,3.39932,0.862907038,10.1039/b204249e
RSM3864,Experimental,Zn12 H96 C168 S12 O72,1.32376,2.90267,0.840469045,10.1039/C5DT02132D
RSM3865,Experimental,Zn8 H144 C144 N32 O32,1.07141,3.89444,1.010699062,10.1021/cg070320v
RSM3875,Experimental,Cd8 H152 C152 N20 O32,1.27075,2.79315,0.881241741,10.1021/cg8008859
RSM3889,Experimental,Zn16 H96 C180 N12 O64,0.524865,10.50087,0.8375543,10.1039/c0cc04146g
RSM3891,Experimental,Al16 H112 C168 N8 O64,0.662414,8.40063,0.983945404,10.1016/j.bios.2017.01.059
RSM3898,Experimental,Ba10 H120 C200 O40,1.41335,3.62104,0.773597971,10.1021/acs.inorgchem.5b02693
RSM3905,Experimental,Cu8 H96 C172 S4 N12 O32 F48,1.39475,2.8073,0.888426506,10.1016/j.inoche.2015.05.017                                         
RSM3908,Experimental,Cd4 H168 C152 N16 O32,1.31842,3.11335,0.951239016,10.1002/1521-3773(20011203)40:23<4422::AID-ANIE4422>3.0.CO;2-G
RSM3912,Experimental,Zn20 H124 C144 N36 O52,0.974919,6.33624,0.852699002,10.1039/c2dt12059c
RSM3918,Experimental,Mn8 H128 C192 N16 O32,1.30061,3.48396,0.962265768,10.1038/ncomms3534
RSM3966,Experimental,Zn12 H120 C184 N24 O48,1.37409,3.76072,0.878408553,10.1039/C3CE00009E
RSM3971,Experimental,Zn6 H132 C192 N24 O36,1.01287,6.89352,0.950994781,10.1039/c2cc32103c
RSM3985,Experimental,Cd10 H120 C216 O48,1.05298,4.09394,0.818466461,10.1039/c2dt12392d
RSM3992,Experimental,Cu8 H128 C224 O40,0.163737,21.876,0.929889008,10.1038/nchem.738
RSM3993,Experimental,Co12 H120 C216 O52,0.761484,8.72781,0.898093959,10.1039/c1cc10674k
RSM3997,Experimental,Cu16 H128 C160 N96,1.06249,3.72953,0.844957748,10.1039/C6CE01174H
