Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
OSAVEK_clean,Experimental,Ca4 H16 C32 O16,0.991485,5.00714,0.918028588,10.1021/cg101114h
OSAVUA_clean,Experimental,Ca2 H8 C16 O12,0.884314,5.6689,0.890521924,10.1021/cg101114h
OSAWEL_clean,Experimental,Ca2 H8 C16 O12,1.20581,4.56616,0.916780454,10.1021/cg101114h
OSUWEF,Experimental,Na8 Zn4 H64 C112 S8 O48,1.78504,3.7111,0.855568636,10.1080/15533174.2011.568430
OZAVES_clean,Experimental,Ca8 H16 C48 S8 O32,1.07782,5.04393,0.825667725,10.1016/j.molstruc.2016.11.029
PACYAW_clean,Experimental,Cd4 H72 C66 N16 O4,1.06278,3.76318,0.838882485,10.1039/C5DT03658E
PANYOU_charged,Experimental,Zn4 H80 C56 N16 O36,1.38648,3.38807,0.965663024,10.1021/cg201181s
PARHAS_clean,Experimental,Ca4 H32 C24 O16,0.69817,5.98467,1.01948028,10.1039/b502512e
PEQRUZ_clean,Experimental,Na8 Co4 H48 C96 O32,1.19715,4.9556,0.854906385,10.1007/s11243-006-0076-3
PETWIW,Experimental,Cu1 H32 C36 N4,0.681475,5.11918,0.97960993,10.1039/c3cc37695h
PIJJOI,Experimental,Zn8 H144 C144 N32 O32,1.07992,3.52974,1.016984743,10.1021/cg070320v
PITYUN,Experimental,Ag24 C96 N72 F144,1.6971,5.46909,0.6161,10.1021/ja0775265
POMSOB,Experimental,Ca6 H24 C48 O24,1.11945,4.41062,0.911360501,10.1016/j.inoche.2014.07.015
POMSOB_clean,Experimental,Ca6 H24 C48 O24,1.11643,4.42484,0.905109038,10.1016/j.inoche.2014.07.015
PUGGOP,Experimental,Mn8 H64 C112 S8 O48,0.972484,6.523,0.877373615,10.1021/ic5018517
PUZKUS_clean,Experimental,Mg8 H16 C48 S8 O32,1.14051,4.85051,0.816934442,10.1039/C5CE01886B
QAWPIO,Experimental,V32 Ni4 H64 C80 N16 O52,1.53393,3.74086,0.745056644,10.1039/b508930a
QEFNAQ,Experimental,Cu12 H72 C96 N48 O24,1.26829,4.32724,0.838911838,10.1021/ja002624a
QERZUI,Experimental,Cu2 H16 C24 N4 O8,1.62872,3.26001,0.855695324,10.1021/cg005519l
QERZUI01,Experimental,Cu2 H16 C24 N4 O8,1.64617,3.13645,0.85582462,10.1039/b200213b
QIWFIN01,Experimental,Ca8 H16 C32 O40,1.5293,3.36281,0.909,10.1038/s41563-018-0206-2
QODHUO03,Experimental,Ag8 H96 C144 N48,1.38795,3.18635,0.805425877,10.1039/C3DT53580K
QODHUO07,Experimental,Ag8 H96 C144 N48,1.39551,3.16845,0.805912589,10.1039/C3DT53580K
QOFDIA02,Experimental,Ag8 H96 C144 N48,1.39544,3.17934,0.805692696,10.1039/C3DT53580K
QONKUB,Experimental,Cu6 H32 C48 N52,0.913412,4.97971,0.822013137,10.1021/ic5008457
QOVSOL,Experimental,Cd4 H72 C108 N24 O16,1.1494,3.64455,0.859680923,10.1039/C4CE02551B
QUQFOY,Experimental,Cd12 H48 C120 O48,0.836731,6.27455,0.678569564,10.1021/cg100316s
RASKIH_clean,Experimental,Mg8 H28 C52 O32,1.18507,4.53614,0.915383401,10.1016/j.poly.2012.02.006
REJLEY_clean,Experimental,Co3 H26 C40 N10 O8,1.17199,4.45778,0.882589468,10.1002/ejic.200501121
REYPIW_clean,Experimental,Zn3 H24 C38 N12 O8,1.18423,4.92186,0.852309553,10.1039/C3CE26854C
RIPKEH,Experimental,Cu32 H192 C96 I32 N32,2.5703,4.16654,0.4434,10.1039/b709852a
RIPKIM,Experimental,Cu4 H52 C48 N8 O16,1.29985,6.17397,0.947663587,10.1039/C3DT52266K
RSM0011,Experimental,Ni2 H2 C10 O8,1.68,3.06172,0.7215,10.1107/S1600536803019196
RSM0016,Experimental,Ag2 H16 C4 N4,1.588,3.34566,0.6434,10.1038/ncomms5337
RSM0022,Experimental,Eu2 H6 C12 O12,1.5794,4.13654,0.5978,Not Available
RSM0042,Experimental,Tb2 H4 C14 N4 O12,2.7228,2.77902,0.5674,10.1039/c0ce00340a
RSM0047,Experimental,Cd4 H12 C8 N12,1.0694,3.9565,0.7539,10.1007/BF01045982                                                   
RSM0055,Experimental,Mn1 H12 C18 N6,1.2602,4.39256,0.9439,10.1021/cg9015004
RSM0056,Experimental,Fe2 H10 C16 O10,0.961,7.41748,0.8675,10.1021/cm1008587
RSM0059,Experimental,Cu2 H8 C16 N8 O4,1.1561,4.58246,0.7816,10.1021/cm2004352
RSM0068,Experimental,Al4 H10 C10 O16,1.5385,3.89651,0.9613,10.1021/cm9023106
RSM0079,Experimental,Cd4 P4 H4 C4 O24,2.1927,3.23448,0.5749,10.1039/C5DT01613D
RSM0081,Experimental,Mn1 H14 C20 N6,1.1258,4.93997,0.9614,10.1021/cg9015004
RSM0086,Experimental,Zn2 H4 C20 O16,1.0582,3.69397,0.8029,10.1016/j.inoche.2009.09.007
RSM0096,Experimental,U2 H4 C20 O16,1.6234,4.4168,0.5204,10.1002/ejic.201500204
RSM0097,Experimental,Ni2 H4 C20 O16,1.4539,2.9212,0.8083,10.1107/S1600536807030978
RSM0107,Experimental,Nd2 H6 C18 N6 O12,2.0005,5.65924,0.6406,10.1021/acs.inorgchem.6b02774
RSM0109,Experimental,Pr2 H6 C18 N6 O12,1.9277,6.15158,0.6473,10.1021/acs.inorgchem.6b02774
RSM0118,Experimental,Cu4 H8 C16 O16,1.6588,5.05487,0.7117,10.1039/C5CE00326A
RSM0136,Experimental,Cd6 H16 C8 Cl12 O4,1.8278,3.60337,0.4892,10.1107/S1600536810048634
RSM0145,Experimental,Fe3 Co3 H6 C18 O18,0.9656,4.52406,0.6999,10.1038/ncomms6723
RSM0148,Experimental,Cu4 H8 C18 N8 O10,1.5842,3.53237,0.7288,10.1039/C5RA15937G
RSM0151,Experimental,La2 H4 C24 O18,1.0216,4.51343,0.6876,10.1016/j.molstruc.2011.07.032
RSM0158,Experimental,Zn3 H12 C20 N6 O8,1.1324,3.52244,0.7875,10.1039/C5TA10765B
RSM0171,Experimental,Zn6 P4 H8 C8 O24,2.3597,3.76091,0.6566,10.1016/j.jssc.2011.02.023
RSM0172,Experimental,Cu2 H20 C16 N12,1.0465,3.31321,0.8745,10.1021/ic3026304
RSM0175,Experimental,Nd2 H12 C24 O12,1.4607,3.94786,0.6804,10.1016/j.ica.2007.10.043
RSM0177,Experimental,Ho2 H12 C24 O12,1.4179,3.69179,0.6397,10.1002/anie.201003900
RSM0191,Experimental,Cs2 Tb2 Mo2 H8 C18 N16 O2,1.7023,3.42144,0.6111,10.1080/15533174.2010.486813                                         
RSM0195,Experimental,Y2 H12 C24 O12,1.3916,3.84218,0.8017,10.1002/anie.201003900
RSM0199,Experimental,U3 H18 C18 O12,2.3269,3.45847,0.4351,10.1021/cg500828s
RSM0202,Experimental,Zn3 H12 C24 O12,1.4574,2.72324,0.7912,10.1021/ja974172g
RSM0220,Experimental,Al4 H12 C16 O20,1.0819,5.02287,0.9254,10.1002/anie.201410459
RSM0226,Experimental,Cu2 H16 C24 N4 O8,1.5836,3.3999,0.8602,10.1039/b200213b
RSM0227,Experimental,Fe6 H6 C24 S6 O12,1.0854,10.80984,0.6875,10.1021/jacs.5b02897                                                 
RSM0228,Experimental,Zn6 H6 C24 O18,1.2641,10.70151,0.6767,10.1002/chem.200701370
RSM0229,Experimental,Mn2 P4 H20 C16 O12,1.4047,3.13324,0.9049,10.1039/C4CE00375F
RSM0230,Experimental,Ni6 H6 C24 O18,1.1859,10.71293,0.7008,10.1039/C6CC04808K
RSM0234,Experimental,Co6 H6 C24 O18,1.1497,10.99056,0.7129,10.1039/C4SC02064B
RSM0235,Experimental,Eu2 H16 C20 N2 O14,1.9437,2.91878,0.7032,10.1039/c0nj00373e
RSM0239,Experimental,Cd6 H12 C12 N18 Cl6,1.8382,3.62921,0.5111,10.1039/c0ce00762e
RSM0243,Experimental,Co2 H16 C24 N4 O8,1.36,3.71717,0.8966,10.3866/PKU.WHXB201206123
RSM0247,Experimental,Mg3 H8 C24 S4 O16,1.2918,3.48124,0.8324,10.1039/C5CE01886B
RSM0248,Experimental,Cd3 H8 C24 O20,1.6567,3.10498,0.6879,10.1039/C4DT01678E
RSM0258,Experimental,La4 H16 C16 O20,2.0075,2.78087,0.5951,10.1107/S0108270107034245
RSM0270,Experimental,Gd4 H8 C20 O24,1.9522,3.70249,0.5561,10.1039/C5NJ01229E
RSM0277,Experimental,La2 H12 C18 O24,1.5347,4.28917,0.7381,10.1039/b306838b
RSM0278,Experimental,Sr4 H8 C24 S4 O16,1.4714,4.52578,0.6886,10.1021/cg301471r
RSM0281,Experimental,Li4 H16 C24 N4 O8,1.1799,3.58632,1.1023,10.1002/anie.200906322
RSM0285,Experimental,La4 H8 C20 O24,1.7823,3.6203,0.6004,10.1002/zaac.200800182
RSM0287,Experimental,Cd2 Ni2 H24 C14 N14,1.0454,4.35041,0.8586,10.1039/dt9940001237
RSM0288,Experimental,Ca4 H8 C24 O20,1.1634,3.57473,0.8803,Not Available
RSM0290,Experimental,Mg4 H16 C16 O20,1.4137,2.83397,0.9057,10.1021/ja8075692
RSM0299,Experimental,Co3 H12 C20 N16 Cl6,1.1861,5.87054,0.7501,10.1039/b502209f
RSM0304,Experimental,Co2 H20 C24 N4 O6 F2,1.3863,2.8395,0.9201,10.1039/C3CE40162F
RSM0308,Experimental,Zn2 H24 C18 N8 O6,1.338,3.88115,0.9024,10.1002/anie.201307074
RSM0309,Experimental,Cu6 P4 H16 C12 O20,1.7265,4.95398,0.6792,10.1107/S0108270185008745
RSM0313,Experimental,In2 H8 C24 N8 O16,1.3978,2.99523,0.7553,10.1021/cg201572y
RSM0316,Experimental,Mn4 Mo2 H8 C24 N20,1.695,3.38427,0.8455,10.1246/bcsj.80.960
RSM0322,Experimental,Cd3 H14 C30 O12,1.5547,2.81894,0.6906,10.1021/cg300617h
RSM0324,Experimental,Zn4 H8 C28 N4 O16,1.4964,2.85328,0.7559,10.1021/ja060946u
RSM0327,Experimental,Cu2 H28 C20 I2 N8,1.8865,3.45518,0.7381,10.1021/ic500677t
RSM0328,Experimental,La2 H14 C30 O14,1.478,3.67979,0.7174,10.1021/cg100078b
RSM0331,Experimental,La2 P4 H26 C12 N4 O12,2.0472,3.74829,0.6901,10.1016/j.jssc.2009.07.019
RSM0337,Experimental,Mn2 H18 C30 N2 O8,1.2134,3.40652,0.883,10.1002/chem.201101321
RSM0342,Experimental,Cu2 H28 C20 Br2 N8,1.7735,3.63753,0.8147,10.1021/cg800624z
RSM0366,Experimental,Cu2 H16 C37 O8,0.5283,7.2844,0.9104,10.1039/C6CE00407E                                                   
RSM0369,Experimental,Ca1 H20 C34 O8,1.3358,3.2489,0.9668,10.1021/acs.chemmater.5b03792
RSM0372,Experimental,V4 Ni2 H20 C24 N4 O10,1.2601,3.7118,0.8222,10.1021/ic302662x
RSM0386,Experimental,Tb4 H12 C24 O24,1.5823,4.29296,0.5779,Not Available
RSM0398,Experimental,La2 H16 C30 N2 O14,1.5493,3.64794,0.7426,10.1021/cg200350j
RSM0400,Experimental,Zn4 H16 C24 N12 O8,1.5422,3.52512,0.7776,10.1021/cm051829l
RSM0402,Experimental,V4 Co2 H20 C24 N4 O10,1.2581,3.70759,0.8129,10.1021/ic302662x
RSM0418,Experimental,La2 H18 C30 O16,1.536,3.79138,0.7609,10.1021/cg100078b
RSM0423,Experimental,Zn2 Ni2 H16 C30 N14 O2,1.1365,3.8851,0.892,10.1039/c1ce05699a
RSM0424,Experimental,Co6 H6 C24 N12 O18,1.3598,5.96919,0.8022,10.1039/C7SC00449D
RSM0426,Experimental,Sm2 H16 C32 O16,1.3026,2.89162,0.7313,10.1002/anie.200900134
RSM0429,Experimental,Mg2 H12 C32 N4 O16,0.6998,5.66557,0.9137,10.1016/j.molstruc.2016.12.005
RSM0431,Experimental,Mn2 H20 C30 N2 O12,1.1712,3.73834,0.9204,10.1002/chem.200901707
RSM0433,Experimental,Cd3 H12 C36 O16,1.4189,3.56477,0.7257,10.1021/cg301224z
RSM0439,Experimental,Zn4 P4 H20 C20 N4 O16,1.8375,2.83899,0.784,10.1016/j.jssc.2005.10.010
RSM0441,Experimental,Ag8 H12 C28 N4 O16,2.758,3.16835,0.5364,10.1016/j.jssc.2009.04.012
RSM0444,Experimental,H16 Pb4 C32 O16,1.8578,5.28078,0.5003,10.1002/chem.200600730
RSM0445,Experimental,Cu4 H24 C24 N8 O8,0.613,7.97982,0.8632,10.1002/chem.201201820
RSM0453,Experimental,Mn6 P4 H6 C12 O40,1.6806,3.66163,0.7696,10.1039/C5DT00431D
RSM0454,Experimental,Mn8 H12 C4 S4 N20 O20,1.9438,4.23995,0.7398,10.1021/cg100127w
RSM0455,Experimental,Na2 Cu2 H16 C32 O16,1.2487,3.42791,0.8512,10.1016/j.inoche.2013.09.076
RSM0457,Experimental,La4 H16 C24 O24,1.7007,3.83459,0.6434,10.1021/acs.cgd.5b00426
RSM0458,Experimental,Lu2 H22 C24 N6 O14,1.6298,4.46064,0.7244,10.1021/acs.cgd.6b00274
RSM0460,Experimental,Zn2 H20 C32 N6 O8,1.3763,2.97792,0.8951,10.1039/C4RA00180J
RSM0462,Experimental,Er4 H4 C28 N8 O24,2.1538,3.06178,0.565,10.1039/b810964h
RSM0464,Experimental,Mn4 H16 C32 O16,1.1992,3.16471,0.8349,10.1016/j.jssc.2011.10.051
RSM0473,Experimental,Ca2 H16 C36 O16,1.1154,4.91262,0.93,Not Available                                                        
RSM0478,Experimental,Ni4 H16 C28 N4 O18,1.488,2.97549,0.8096,Not Available                                                        
RSM0486,Experimental,Cu4 H6 W12 C10 N4 O34,2.8842,5.00252,0.3427,10.1016/j.inoche.2009.09.032
RSM0488,Experimental,Zn2 H24 C32 N4 O8,0.9299,4.22765,0.9178,10.1039/C6CE02122K
RSM0492,Experimental,Co2 H24 C32 N4 O8,1.2318,3.51114,0.9425,10.1039/c2dt31361h
RSM0493,Experimental,Tb2 Zn2 H12 C30 N4 O20,1.9528,2.66234,0.6721,10.1016/j.poly.2015.06.022
RSM0494,Experimental,Mg2 H16 C36 O16,1.0928,4.59138,0.9469,10.1039/C6DT02359B
RSM0496,Experimental,Cd3 H12 C32 N4 O20,1.551,3.40421,0.721,10.1039/C6CE01287F                                                   
RSM0497,Experimental,Sm4 H8 C28 N8 O24,1.887,2.81688,0.6098,10.1021/ic201013v
RSM0498,Experimental,Li8 H16 C32 O16,0.9867,6.07409,1.0901,10.1021/cg701173x
RSM0505,Experimental,Cu6 H12 C18 N24 O12,1.7302,6.10094,0.7482,Not Available
RSM0508,Experimental,Co1 Mo6 H20 C24 N12 O9,1.9588,2.8108,0.6356,10.1039/c002063j
RSM0516,Experimental,Al4 H16 C32 O20,1.0401,6.85286,0.9029,10.1038/nchem.2114
RSM0532,Experimental,Tb4 H8 C28 N8 O24,1.9749,2.92486,0.5949,10.1021/ic201013v
RSM0534,Experimental,Tb4 H8 C24 S4 N4 O28,1.4995,3.27574,0.6066,10.1021/ja045123o
RSM0537,Experimental,Sc4 H16 C32 O20,0.9988,7.15478,0.8893,10.1039/c1cc11168j
RSM0544,Experimental,Ni2 H22 C36 N4 O9,1.2201,3.51303,0.9048,10.1021/ic0520418
RSM0545,Experimental,Zn3 H24 C30 S2 N6 O8,1.4885,2.72035,0.8434,10.1039/a909748a
RSM0549,Experimental,Tb4 H12 C28 S2 N4 O24,2.0862,3.34874,0.5878,10.1016/j.inoche.2016.08.009
RSM0551,Experimental,Gd8 H4 C4 S10 O48,3.387,2.6617,0.4701,10.1021/acs.inorgchem.5b00214
RSM0557,Experimental,Zn2 H28 C34 N2 O8,1.3601,4.17463,0.9046,10.1039/C5DT02323H
RSM0568,Experimental,La2 H18 C42 O12,1.614,4.41184,0.7436,10.1039/C5SC02679B
RSM0572,Experimental,Ag2 H16 C40 S8 N8,1.3302,4.10031,0.7935,10.1039/b810479d
RSM0573,Experimental,U4 H20 C32 O18,2.2509,2.71884,0.4758,10.1039/C4CE02307B
RSM0576,Experimental,Cd6 H16 C24 O28,1.6006,5.71457,0.6376,10.1021/cg901605j
RSM0583,Experimental,Dy2 Cu1 H12 C32 N4 O24,1.8101,2.96366,0.7046,10.1039/B712280B
RSM0588,Experimental,Zn3 H28 C30 N2 O12,0.9488,5.07908,0.8652,10.1021/cg0701022
RSM0594,Experimental,Pr2 Cu1 H12 C32 N4 O24,1.6744,2.94527,0.7268,10.1039/B712280B
RSM0602,Experimental,Y4 H12 C36 O24,1.3002,6.45227,0.7446,10.1021/ja801411f
RSM0604,Experimental,Er4 H12 C36 O24,1.643,6.35731,0.5788,10.1021/ic101294s
RSM0622,Experimental,Sr2 Ni2 H20 C28 N4 O20,1.6174,4.05437,0.8201,10.1039/C3CE41975D
RSM0624,Experimental,Ni4 H12 C36 O24,0.9496,5.18037,0.8111,10.1039/C3DT51103K
RSM0628,Experimental,Er4 H12 C36 O24,1.3021,4.08637,0.5738,10.1021/ic061666i
RSM0631,Experimental,Ho4 H12 C36 O24,1.6262,6.35284,0.5825,10.1016/j.colsurfa.2015.10.048
RSM0632,Experimental,Lu4 H12 C32 N4 O24,2.2892,2.94423,0.5715,10.1002/ejic.200700810
RSM0633,Experimental,Sc4 H20 C32 O20,1.1418,3.47108,0.9214,10.1016/j.micromeso.2010.12.016
RSM0634,Experimental,Zn4 H16 C28 N12 O16,1.3482,2.71937,0.7935,10.1039/C4CC00553H
RSM0637,Experimental,Co4 H22 C30 N4 O16,1.439,3.702,0.8252,10.1021/acs.inorgchem.5b02340
RSM0641,Experimental,Mn4 Ag4 H16 C32 N12 O8,2.0242,3.70461,0.696,10.1246/cl.2009.992
RSM0644,Experimental,In4 H4 C32 O20 F16,1.5066,4.93026,0.6897,10.1021/acs.cgd.6b00488
RSM0645,Experimental,Mn4 H16 Au4 C32 N12 O8,2.5961,3.70124,0.5367,10.1246/cl.2009.992
RSM0647,Experimental,Cd4 H12 C36 O24,1.1745,3.9455,0.6869,10.1080/15533174.2013.865223
RSM0656,Experimental,Zn4 H14 C36 O24,1.5563,2.85184,0.8134,10.1039/b922690g
RSM0658,Experimental,Dy2 H22 C42 O12,1.5303,3.99232,0.7241,10.1016/j.inoche.2012.04.027
RSM0662,Experimental,Mn6 P6 H24 C18 N6 O18,1.1963,12.03888,0.7814,10.1016/j.micromeso.2011.12.003
RSM0663,Experimental,Dy2 Cu2 H16 C32 N10 O16,1.8046,3.05886,0.6874,10.1039/c3ce40346g
RSM0664,Experimental,Tb2 H22 C42 O12,1.5905,3.82562,0.7398,10.1016/j.inoche.2012.04.027
RSM0666,Experimental,Ho2 Cu2 H16 C32 N10 O16,1.8381,3.17785,0.6827,10.1039/c3ce40346g
RSM0674,Experimental,La2 H18 C42 S6 O12,1.2911,7.22644,0.732,10.1039/C3CC43384F
RSM0676,Experimental,In4 H12 C36 O28,1.8463,3.93756,0.6942,10.1021/ic0494962
RSM0682,Experimental,Cd4 Cu4 H16 C24 O32,1.8514,3.25209,0.6453,10.1016/j.ica.2013.09.026                                            
RSM0686,Experimental,Ce2 H18 C42 S6 O12,1.3012,7.21018,0.7299,10.1039/C3CC43384F
RSM0699,Experimental,Nd2 H24 C42 O12,0.999,6.80212,0.7729,10.1039/b803168a
RSM0700,Experimental,Zn4 H12 C32 S4 O28,1.2123,3.78396,0.7687,10.1021/acs.inorgchem.6b01759                                        
RSM0706,Experimental,Zn2 H26 C44 N2 O8,0.5387,8.47762,0.9126,10.1021/cm303749m                                                    
RSM0716,Experimental,U4 H24 C32 N4 O18,2.1515,2.91948,0.5099,10.1039/C4CE02307B
RSM0718,Experimental,Ce4 H24 C24 O30,1.6526,3.15517,0.6823,10.1002/zaac.200390014
RSM0724,Experimental,Mn4 H8 C40 S12 O18,1.6683,2.83722,0.7575,10.1039/b817418k
RSM0728,Experimental,Zn8 H12 C36 O26,1.3189,4.57038,0.7065,10.1016/j.inoche.2008.07.001
RSM0740,Experimental,Zn2 H34 C36 N8 O4,1.1693,2.96711,0.9531,10.1002/ejic.200400438
RSM0748,Experimental,Zn6 H36 C24 N18,1.4267,2.82763,0.8329,10.1021/ic802446m
RSM0752,Experimental,Zn2 H26 C44 N4 O8,0.4911,10.6265,0.9109,10.1021/cm303749m
RSM0753,Experimental,Cd2 Ni2 H42 C26 N12,1.4101,3.46409,0.9164,10.1007/BF01153298
RSM0760,Experimental,Eu4 H12 C36 N4 O28,1.127,4.87345,0.6603,10.1021/cg500114k
RSM0765,Experimental,Cd6 H12 C30 N12 O24,1.8782,3.3742,0.6241,10.1039/C5DT02374B                                                   
RSM0782,Experimental,Co3 H24 C38 N12 O8,1.1588,4.50319,0.8747,10.1039/C3QI00045A
RSM0783,Experimental,Mn3 H24 C38 N12 O8,1.1015,4.61517,0.8964,Not Available
RSM0788,Experimental,In4 Co2 H12 C36 Br4 O28,1.7203,2.97693,0.5947,10.1007/s10876-015-0889-3
RSM0789,Experimental,Cu4 H32 C40 N8 Cl2,1.3468,4.84024,0.8301,10.1002/ejic.200500877
RSM0794,Experimental,Zn4 H12 C36 O18 F16,1.4289,2.79848,0.8064,10.1021/cg200974h
RSM0795,Experimental,Pr2 H24 C48 O12,1.1975,3.06653,0.7773,10.1039/C5DT03946K
RSM0796,Experimental,Cd2 H28 C40 N8 O8,1.3694,2.7945,0.8345,10.1021/cg401811c
RSM0811,Experimental,Zn8 H12 C36 I4 O28,1.6885,2.91646,0.5816,10.1016/j.inoche.2007.11.008
RSM0816,Experimental,Cu8 H16 C32 O32,1.8356,5.70305,0.7028,10.1016/j.poly.2012.04.012
RSM0820,Experimental,Cu4 H28 C32 N8 O16,1.2396,3.28791,0.8245,10.1021/ic0258577
RSM0825,Experimental,Mn4 H28 C36 N4 O16,1.2692,3.37657,0.8973,10.1002/ejic.200500568
RSM0830,Experimental,Cu4 H16 C36 N16 O16,1.097,3.59751,0.8025,10.1021/ic1017467
RSM0841,Experimental,U4 P8 H16 C24 O32 F4,1.9305,2.86437,0.5413,10.1002/ejic.201402764
RSM0844,Experimental,La2 Ni3 H30 C24 N6 O24,1.7899,4.39784,0.7477,Not Available
RSM0848,Experimental,In6 H8 C40 O36,1.6769,5.74074,0.6557,10.1002/ejic.200400968
RSM0850,Experimental,La2 Zn2 H20 C40 N6 O20,1.4162,3.55622,0.7447,10.1016/j.jssc.2014.01.003
RSM0851,Experimental,Mg4 H20 C32 O34,0.8073,4.84185,0.9219,10.1021/acs.inorgchem.5b00539
RSM0853,Experimental,Ag2 H40 C40 N8,1.2854,3.34468,0.8943,10.1039/C4CE00816B
RSM0858,Experimental,Li4 H48 C24 Cl2 O12,0.9659,3.15105,1.2468,10.1016/S0020-1693(99)00380-1
RSM0860,Experimental,Fe6 H30 C30 O24,1.3651,5.28142,0.8824,10.1016/j.micromeso.2011.12.035
RSM0862,Experimental,Zn3 H34 C44 O10,0.8114,11.85075,0.9251,10.1021/cg400376g
RSM0871,Experimental,Zn4 H24 C32 O32,1.1364,3.0268,0.91,10.1021/cg901114e
RSM0881,Experimental,Cu4 H16 C44 N4 O24,1.3115,3.30822,0.8281,10.1021/ic049363g
RSM0888,Experimental,Gd4 H16 C48 O24,1.8708,2.93149,0.6282,10.1021/cg401452p
RSM0892,Experimental,Co4 H28 C36 N16 O8,1.1839,3.14676,0.8655,10.1021/cg500121f                                                    
RSM0895,Experimental,Co4 H24 C48 O16,1.2954,2.76482,0.8468,10.1016/j.solidstatesciences.2012.07.011
RSM0903,Experimental,Co5 H32 C34 N4 O18,1.6662,4.34898,0.8378,10.1039/C6DT04626F
RSM0904,Experimental,Zn2 H32 C41 N4 O14,1.3422,3.23529,0.9306,10.1021/cg201362x
RSM0913,Experimental,Er2 H28 C48 N4 O12,1.6104,2.97227,0.7501,10.1021/ic100822s
RSM0915,Experimental,Tb4 H36 C30 O24,2.0581,2.67182,0.6555,10.1080/00958970701194074
RSM0919,Experimental,Er2 H28 C40 N10 O14,1.7201,3.01735,0.7683,10.1021/acs.inorgchem.6b00217
RSM0921,Experimental,Mn2 H32 C48 N4 O8,1.2795,3.95539,0.9595,Not Available                                                        
RSM0937,Experimental,Mn4 Ge8 H32 C24 S12 O16,1.4971,4.73393,0.6707,10.1002/chem.200902921                                               
RSM0938,Experimental,Zn8 P12 H28 C12 O36,1.9023,3.84414,0.7149,10.1021/ic060608u
RSM0946,Experimental,Ca6 H18 C42 N6 O24,0.9503,5.13296,0.878,10.1021/cg300093h
RSM0953,Experimental,Li8 H32 C40 N8 O8,0.9849,2.79701,1.1812,10.1039/c1cc11245g
RSM0956,Experimental,Ag4 H24 C40 N24 O4,1.3401,4.26644,0.7278,10.1039/b508479b
RSM0962,Experimental,Mn2 H32 C48 N4 O10,1.0635,3.69662,0.9572,10.1002/ejic.200501155
RSM0964,Experimental,V4 H32 C40 O20,1.1237,5.21857,0.9372,10.1021/ic201396m
RSM0966,Experimental,Cu8 H12 C40 O36,1.4215,6.69926,0.7315,10.1002/zaac.201400177
RSM0969,Experimental,Tb4 H20 C36 N4 O32,1.116,5.25664,0.657,10.1039/C5CC01181G
RSM0975,Experimental,Cu2 H24 C24 N48,1.2242,3.25058,0.8907,10.1080/00958972.2014.935770
RSM0981,Experimental,Co2 H36 C44 N8 O8,1.0111,3.37189,0.9595,10.1021/cg201025u
RSM0996,Experimental,Cd5 H24 C44 N10 O16,1.6836,3.84198,0.6887,10.1016/j.ica.2014.12.002
RSM1002,Experimental,Tb4 H36 C36 O24,1.2066,5.11252,0.6407,10.1021/cg800204q
RSM1005,Experimental,Y4 H24 C48 O24,1.2715,4.72323,0.8014,10.1002/anie.201003900
RSM1007,Experimental,Cu4 H24 C48 N24,1.1673,4.39218,0.8087,10.1039/b600306k
RSM1019,Experimental,Mg6 Cu2 H18 C42 N6 O26,0.9682,3.66062,0.8275,10.1021/jacs.6b07901
RSM1026,Experimental,Zn10 P8 H18 C16 O48,2.2687,3.98945,0.696,10.1002/zaac.200900218
RSM1028,Experimental,Cu12 H16 W4 C32 S16 N20,1.84,3.67608,0.5275,10.1002/chem.201404803
RSM1030,Experimental,Cu4 H24 C24 N32 O16,1.6552,4.71762,0.8296,10.1039/C3NJ01198D
RSM1035,Experimental,Er4 H24 C48 O24,1.5012,4.65585,0.6443,10.1080/00958970701411361
RSM1050,Experimental,Cu4 H30 C48 N2 O16,0.7641,5.56601,0.8504,10.1039/C3CE41095A
RSM1053,Experimental,Nb12 Cu4 H12 C20 S12 N16 Cl24,1.6681,3.88546,0.576,10.1080/00958970701411361                                            
RSM1055,Experimental,Ca2 Cd4 H24 C48 O24,1.1484,6.20085,0.7345,10.1016/j.molstruc.2015.12.005
RSM1056,Experimental,Cd6 H24 C48 O24,1.4241,5.15811,0.6652,10.1039/b718947h
RSM1064,Experimental,In2 H28 C56 O16,1.146,3.76252,0.8445,10.1038/nchem.333
RSM1066,Experimental,Zn2 H32 C48 N4 O16,1.3308,2.73613,0.9283,10.1021/cg400579w
RSM1069,Experimental,Zn2 H38 C44 N10 O8,1.0666,3.10512,0.9607,10.1039/c2jm34349e
RSM1072,Experimental,Cd3 H28 C44 O28,0.9503,4.85818,0.8182,10.1016/j.jssc.2016.06.001
RSM1074,Experimental,Cu4 H40 C40 N4 O16,1.5218,3.03008,0.8973,10.1039/b301219k
RSM1075,Experimental,Zn4 H28 C52 N4 O16,0.9584,4.9444,0.8504,10.1039/C4RA07128J
RSM1078,Experimental,Ho4 P4 H28 C32 N4 O32,1.9257,3.5619,0.6597,10.1039/C6CE00023A
RSM1080,Experimental,U4 H24 C48 Cl4 O24,1.6452,3.24266,0.5503,10.1039/C4DT02343A
